timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-19T18:58:14,gpt_train,39125d95-2b7f-4bc6-929b-d2dc474ceae2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4819.305709807999,0.007359002642074726,1.5269839859086067e-06,27.471584890367414,0.0,10.0,0.03558796621006627,0.0,0.012938262883733441,0.0485262290937997,0.0,Denmark,DNK,capital region,,,Linux-6.8.0-110-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,20,12th Gen Intel(R) Core(TM) i7-1280P,0,,12.5259,55.714,15.321983337402344,machine,26.934080996884738,0,52.022762201453794,7.970896879930981,N,1.0,0.0
