timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-19T19:35:45,gpt_inference,9e6ff17a-3af1-4e73-985b-c87eaa7ecece,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.98424380600045,9.311035216458137e-06,1.555925112396304e-06,30.321323187200008,0.0,10.0,4.617180585793635e-05,0.0,1.522638218333062e-05,6.139818804126698e-05,0.0,Denmark,DNK,capital region,,,Linux-6.8.0-110-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,20,12th Gen Intel(R) Core(TM) i7-1280P,0,,12.5259,55.714,15.321983337402344,machine,25.0,0,41.1,6.295371055603027,N,1.0,0.0
