timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-19T19:36:42,gpt_inference,5cf4f4b6-f577-4925-9bd1-579147ccad84,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.063338947002194,3.5023156053199456e-06,1.1433000611138175e-06,22.443210404000002,0.0,10.0,1.597681350324574e-05,0.0,7.117915183334845e-06,2.3094728686580585e-05,0.0,Denmark,DNK,capital region,,,Linux-6.8.0-110-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,20,12th Gen Intel(R) Core(TM) i7-1280P,0,,12.5259,55.714,15.321983337402344,machine,0.0,0,40.7,6.242256164550781,N,1.0,0.0
