timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-19T19:35:02,gpt_inference,b275f23b-7d7b-4756-8e90-84773df0eb87,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0198670259997016,1.1506581099286988e-06,5.696702283454519e-07,8.005724504,0.0,10.0,3.3740963921341243e-06,0.0,4.2134941777880565e-06,7.587590569922181e-06,0.0,Denmark,DNK,capital region,,,Linux-6.8.0-110-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,20,12th Gen Intel(R) Core(TM) i7-1280P,0,,12.5259,55.714,15.321983337402344,machine,0,0,0,0,N,1.0,0.0
