timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-19T17:36:46,gpt_train,d4d73ad8-4630-47d5-8fee-d431561c8033,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,604.235795372002,0.0007823789743601222,1.2948239418329148e-06,21.790210227185362,0.0,10.0,0.003537779982420443,0.0,0.0016213296407917072,0.005159109623212148,0.0,Denmark,DNK,capital region,,,Linux-6.8.0-110-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,20,12th Gen Intel(R) Core(TM) i7-1280P,0,,12.5259,55.714,15.321983337402344,machine,19.40797342192691,0,45.122757475083056,6.913647471076231,N,1.0,0.0
